Site_ID,Site_Name,Date,ANC,pH,Cond,Temp,SO4,NO3,Cl,Ca,Mg,K,Na,SIO2
VT43,"Greasy Spring Branch",2004-07-25,77.63,6.3,11,15,7.36,0.73,17.74,40.72,14.4,4.72,41.8,111.5
VT43,"Greasy Spring Branch",2004-10-26,71.88,6.4,10.9,10,8.55,0.67,17.88,39.27,14.49,6.54,41.49,108.9
VT43,"Greasy Spring Branch",2005-01-27,38.04,6.5,9.5,2,8.9,0.7,17.45,31.49,11.93,4.24,37.49,101.3
VT43,"Greasy Spring Branch",2005-04-25,37.33,6.1,9.8,9,10.35,0.73,17.34,33.68,12.84,4.85,38.4,99.04
VT43,"Greasy Spring Branch",2005-07-26,71.57,6.2,10.8,19,8.17,0.7,17.42,38.62,13.83,5.16,41.32,110.2
VT43,"Greasy Spring Branch",2005-10-26,60.03,6.5,9.9,9,12.88,0,17.29,34.61,9.93,5.97,41.55,107.1
VT43,"Greasy Spring Branch",2006-01-27,49.24,6.1,9.2,5,12.5,0,18.55,30.66,11.39,5.04,38.04,95.73
VT43,"Greasy Spring Branch",2006-04-26,40.84,5.8,10.8,10,13.63,0.69,17.05,40.63,13.9,5.66,40.61,102.8
VT43,"Greasy Spring Branch",2006-07-28,80.92,6.2,11.1,18,10.42,0,17.48,44.31,14.94,6.47,43.7,112.8
VT43,"Greasy Spring Branch",2006-10-26,68.92,6.5,9.9,7,11.17,0.52,17.77,34.67,12.79,6,40.84,105.6
VT43,"Greasy Spring Branch",2007-01-25,55.11,6.5,9.9,,11.58,0,17.77,29.82,11.03,4.89,39.62,102.2
VT43,"Greasy Spring Branch",2007-04-25,56.63,6.6,10,11,11.29,0,17.93,34.37,11.65,5.19,39.6,95.8
VT43,"Greasy Spring Branch",2007-07-25,79.11,6.6,11.4,10,10.68,2.15,18.32,49.6,16.51,6.51,45.92,117.5
VT43,"Greasy Spring Branch",2007-10-29,64.7,6.4,11.5,11,20.92,0,19.77,44.35,15.9,8.73,43.4,110.9
VT43,"Greasy Spring Branch",2008-01-28,57.64,6.5,8.8,3,12.11,0.89,18.39,30.02,11.06,4.81,41.36,101.8
VT43,"Greasy Spring Branch",2008-04-27,57.83,6.7,9.9,11,13.84,0,18.47,31.54,11.77,5.32,40.93,100.7
VT43,"Greasy Spring Branch",2008-07-28,77.25,6.6,13.3,17.5,9.29,0,17.31,53.51,17.29,6.89,47.6,116.8
VT43,"Greasy Spring Branch",2008-10-26,64.56,6.6,12.5,10,22.35,0,21.47,45.45,16.2,8.99,44.11,103.3
VT43,"Greasy Spring Branch",2009-01-26,59.86,6.4,10.1,2,11.24,0,19.29,33.98,11.84,4.91,41.52,99.92
VT43,"Greasy Spring Branch",2009-04-27,60.04,6.6,10.1,5,11.41,0,18.13,32.04,10.35,5.39,41.2,97.42
VT43,"Greasy Spring Branch",2009-07-27,78.86,6.7,12.6,15.5,10.55,0,17.58,47.46,16.56,6.69,46.89,113.3
VT43,"Greasy Spring Branch",2009-10-27,82.12,6.6,13.3,11,12.81,0,20.54,47.31,16.96,10.1,46.82,112.0
VT43,"Greasy Spring Branch",2010-01-26,25.41,5.1,12,6,22.49,0,18.16,26.59,10.66,5.87,31.59,78.3
VT43,"Greasy Spring Branch",2010-04-28,53.99,5.9,10.6,9.5,11.95,0,18.19,32.91,11.51,5.31,40.32,97.98
VT43,"Greasy Spring Branch",2010-07-28,80.15,6.7,13.6,20.5,9.72,0,18.18,49.62,17.76,7.92,48.6,121.6
VT43,"Greasy Spring Branch",2010-10-26,77.19,6.7,11.8,11,10.78,0,19.79,41.47,14.92,9.46,45.74,110.6
VT43,"Greasy Spring Branch",2011-01-29,54.02,6.2,10.2,1,11.03,0.3,18.97,32.48,11.46,4.78,42.31,101.2
VT43,"Greasy Spring Branch",2011-04-30,53.4,6.7,9.8,,14.61,0.24,18.67,32.06,11.72,5.37,38.58,94.48
VT43,"Greasy Spring Branch",2011-07-30,86.88,6.3,12.9,19.8,10.25,0.42,18.71,50.84,16.8,7.39,47.96,122.7
VT43,"Greasy Spring Branch",2011-10-31,62.92,6.7,10.6,6,13.19,0.35,18.97,35.16,13.1,6.46,43.49,108.1
VT43,"Greasy Spring Branch",2012-01-25,54.41,6.4,9.9,6,12.3,0,18.2,31.03,11.34,5.09,40.57,101.1
VT43,"Greasy Spring Branch",2012-04-25,55.62,6.3,10.6,9.5,13.15,0,17.63,33.69,12.23,5.49,42.14,103.0
VT43,"Greasy Spring Branch",2012-07-25,88.18,6.4,12.6,18,9.58,0.39,18.02,46.9,16.65,7.15,47.31,119.7
VT43,"Greasy Spring Branch",2012-10-28,91.76,6.7,13.1,11.5,11.12,0.55,19.18,42.93,15.94,9.77,49.09,119.5
VT43,"Greasy Spring Branch",2013-01-29,59.75,6.7,9.8,8,10.95,0,18.32,32.46,11.26,5.48,40.5,99.36
VT43,"Greasy Spring Branch",2013-04-24,56.13,6.6,9.4,12.5,11.27,0,18.26,29.94,10.83,5.27,39.47,92.99
VT43,"Greasy Spring Branch",2013-07-27,63.87,6.7,10.6,14,10,0,17.68,38.41,13.36,4.94,41.55,105.5
VT43,"Greasy Spring Branch",2013-10-28,71.13,6.7,10.6,8,9.61,0,17.83,39.18,13.87,6.86,42.16,109.7
VT43,"Greasy Spring Branch",2014-01-27,53.43,6.6,9.2,4.5,11.09,0,17.56,31.64,10.83,4.69,38.76,98.6
VT43,"Greasy Spring Branch",2014-04-27,56.97,6.6,9.5,12,10.88,0,16.98,33.53,11.23,5.44,39.47,99.02
VT43,"Greasy Spring Branch",2014-07-28,76.66,6.7,13.1,18,10.55,0,17.57,54.02,17.31,6.26,47.65,120.9
VT43,"Greasy Spring Branch",2014-10-27,65.47,6.7,10.2,9.5,9.94,0.42,17.32,38.4,13.09,7.23,41.59,108.4
VT43,"Greasy Spring Branch",2015-01-25,59.02,6.7,9.9,4,12.15,0.26,17.31,35.75,12.02,5.03,40.86,101.0
VT43,"Greasy Spring Branch",2015-04-30,58.56,6.4,9.8,10,11.99,0.42,15.83,36.56,12.54,5.84,38.01,93.86
VT43,"Greasy Spring Branch",2015-07-27,74.5,6.5,12,18,8.67,0.48,17.03,45.6,15.3,6.12,45.47,114.7
VT43,"Greasy Spring Branch",2015-10-26,69.54,6.6,10.4,9.75,9.03,0.18,17.14,36.42,13.74,6.85,42.08,109.9
VT43,"Greasy Spring Branch",2016-02-05,56.42,6.6,9.8,6,15.29,0,16.95,30.32,11.33,5.03,39.61,98.71
VT43,"Greasy Spring Branch",2016-04-30,71.24,6.7,11.1,12,10.21,0.37,16.8,42.25,14.89,6.19,43.21,104.9
VT43,"Greasy Spring Branch",2016-07-31,84.56,6.6,12.3,18,8.84,0.34,17.6,42.05,15.24,6.95,45.4,116.8
VT43,"Greasy Spring Branch",2016-10-29,72.36,6.7,10.7,11.5,9.01,0,17.37,32.4,12.71,7.71,42.66,108.9
VT43,"Greasy Spring Branch",2017-01-31,56.04,6.6,9.6,6,11.13,0,17.15,27.07,10.27,5.13,40.24,100.4
VT43,"Greasy Spring Branch",2017-04-30,60.28,6.7,9.8,15,10.66,0.08,16.87,33.61,11.47,5.75,41.24,98.92
VT43,"Greasy Spring Branch",2017-07-31,75.79,6.7,12.7,16,9.01,0,16.72,44.76,16.3,7.59,47.33,117.8
VT43,"Greasy Spring Branch",2017-10-31,64.6,6.6,11,9,13.87,0,17.73,31.3,12.43,8.22,42.76,108.6
VT43,"Greasy Spring Branch",2018-01-31,54.76,6.4,9.8,3,12.44,0,17.2,28.7,10.67,5.33,40.24,99.98
VT43,"Greasy Spring Branch",2018-04-30,51.63,6.6,9,10,12.13,0,16.45,24.11,9.41,5.36,37.48,91.31
VT43,"Greasy Spring Branch",2018-07-30,82.14,6.6,12.1,16,9.12,0,16.72,45.45,15.81,7.02,44.29,114.2
VT43,"Greasy Spring Branch",2018-10-29,60.29,6.5,10.2,,13.23,0,16.94,33.82,12.96,6.54,40.58,105.6
VT43,"Greasy Spring Branch",2019-01-28,54,6.6,8.7,6,11.17,0,15.47,27.67,10.64,5.13,36.47,94.12
VT43,"Greasy Spring Branch",2019-04-29,53.01,6.0,9.2,9.5,10.49,0,15.82,32.85,11.83,5.35,37.41,93.24
VT43,"Greasy Spring Branch",2019-07-27,72.19,6.7,11.5,16,9.11,0,16.4,44.8,15.63,6.69,43.05,114.3
VT43,"Greasy Spring Branch",2019-10-31,69.34,6.4,14.1,14.5,20.96,0,17.73,49.33,18.21,14.18,43.18,101.2
VT43,"Greasy Spring Branch",2020-01-29,49.08,6.4,8.9,7,11.09,0,16.43,26.43,9.99,4.84,36.81,93.72
VT43,"Greasy Spring Branch",2020-04-29,54.5,6.5,9.7,12,12.12,0,16.28,31.52,11.31,5.46,39.17,96.43
VT43,"Greasy Spring Branch",2020-07-28,83.36,6.2,11.8,18.5,8.98,0,16.65,44.04,15.81,7.26,44.24,119.8
VT43,"Greasy Spring Branch",2020-10-28,72.05,6.7,11.2,13.5,10.28,0,16.85,40.15,15.02,8.26,42.81,110.3
VT43,"Greasy Spring Branch",2021-02-06,54.89,6.6,9.7,,10.9,0,15.9,31.26,11.62,4.91,39.62,101.3
VT43,"Greasy Spring Branch",2021-04-24,45.92,5.5,10.9,8,10.65,0,15.98,32.56,12.29,5.27,38.74,96.16
VT43,"Greasy Spring Branch",2021-07-27,97.21,6.3,13.7,18,9.79,0,15.98,54.87,18.85,8.11,47.13,121.9
VT43,"Greasy Spring Branch",2021-10-26,72.66,6.7,11.4,11,9.27,0.81,18.28,39.6,14.73,8.14,43.65,113.1
